 1.7666947183e+00,  2.8104276392e+00
-3.5935485243e-01, -4.6124061940e-01
 1.0428821458e+00,  2.0038372159e+00
-1.9130908394e-01,  1.4083786892e+00
-7.0775367101e-02,  3.5781541599e+00
 1.6246782252e-01,  1.7248627014e+00
-1.5818591429e+00, -1.7506191045e+00
 1.4393764077e+00,  3.9577304940e+00
-1.3273690785e+00,  1.8200589765e-01
 1.0034584970e+00,  3.1866233404e+00
-1.4633629233e+00, -1.5714575113e+00
-1.5141749268e+00, -1.9549172547e+00
 1.9649087090e+00,  1.7737931212e+00
 1.3182935802e+00,  3.4986918952e+00
 1.0842803101e+00,  2.4797780770e+00
-1.0577689202e+00, -4.6357273252e-01
 1.7071937569e+00,  4.8051739904e+00
-1.5608518828e+00,  2.7140737894e-01
 8.5371099485e-01,  1.5378746518e+00
 9.5822334837e-01,  3.3046035565e+00
 2.6109551101e-01,  5.5160017485e-01
 1.0872801079e+00,  2.2309127722e+00
 4.0794738251e-01,  5.8888851645e-01
 1.2352632586e+00,  1.6809738962e+00
-8.3402096754e-01,  4.9591692587e-01
-1.8979432502e+00, -2.7638717680e+00
 1.3273397061e+00,  2.9905624911e+00
 1.8158060765e+00,  6.3090286398e-01
-6.1842498319e-01,  1.9455904510e+00
 1.6158046325e+00,  4.0163764170e+00
 1.3761904707e-02,  7.6780722045e-01
 1.6909300748e+00,  4.1428471053e+00
-7.0328087866e-01,  2.0825063985e+00
-5.4603842861e-01,  1.3109932265e+00
-4.5056602727e-01,  1.8302089950e+00
-5.8842104152e-01, -5.3173688317e-01
-8.5809488069e-01,  1.4490854253e+00
-6.4578356338e-01,  2.0289199915e+00
-1.3201896691e+00, -6.9825611628e-01
-1.0932578406e+00, -3.2424174203e-01
-1.6405402120e+00, -7.6945502023e-02
-7.8009862986e-01,  9.3919568742e-01
 1.2092252369e+00,  2.6258118995e+00
-6.4693256920e-01,  7.6874102165e-01
-2.3930906366e-02,  1.3286521816e+00
-1.3457243332e+00, -2.1685923525e+00
-1.5056215331e+00, -4.5161788990e-01
-1.3309798211e+00, -1.2051709223e-01
 9.8760249840e-01,  2.5246452977e+00
-1.0769996220e-01,  3.1113179661e-01
-4.3113361360e-01,  1.8357426283e+00
 4.3059453234e-01,  5.8109294836e-01
-8.3162915904e-01,  1.7304970764e+00
 1.7091922585e-01,  2.7034089978e-01
-1.6276998720e+00, -1.3666955014e+00
 9.9444171737e-01,  3.3696840634e+00
-1.9637605896e+00, -1.5056661734e+00
 7.1402321017e-01,  1.7019499832e+00
-3.4171265810e-01,  5.5020445943e-01
-5.7149027114e-01,  1.1770084830e+00
-1.7011003832e+00, -2.6217443918e+00
 1.7212167643e+00,  2.4826191994e+00
 9.9520707204e-01,  1.9634583188e+00
-1.1710674569e+00, -8.5690371875e-01
-1.4756928537e+00, -3.3075558317e-01
 3.9482948085e-01,  7.3789213285e-01
-1.3553408882e+00,  6.3364388256e-01
-1.0807494311e+00,  1.1653115551e+00
 1.3512742744e+00,  4.8961721452e+00
-3.6033163587e-01, -9.2700495626e-01
 5.0962490547e-01,  8.3015457703e-01
-1.6188037937e+00, -5.9464779017e-01
-1.7640583551e+00, -2.2561004576e+00
 1.1477109436e+00,  3.3404984669e+00
 1.7237480132e-01, -1.7921428309e+00
 1.8890465303e+00,  6.6415250983e-01
-6.9615012235e-02,  2.3570548240e-01
 5.3205632223e-01,  2.2947331819e+00
-3.7073100630e-01,  1.2122827113e+00
-1.3742680924e+00, -2.0976972085e+00
